text,intent,query_json
¿cómo se comparan taller juan y taller oeste en comisiones cobradas?,COMPARE,"{""intent"": ""COMPARE"", ""entity"": ""taller"", ""metric"": ""total_comisiones"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""none"", ""compare"": [""taller Juan"", ""taller Oeste""], ""visualization"": ""bar""}"
Necesito saber el número de talleres misceláneos en 2026?,COUNT,"{""intent"": ""COUNT"", ""entity"": ""taller"", ""metric"": ""count"", ""group_by"": ""none"", ""filters"": {""tipo_codigo"": ""OTROS""}, ""time_range"": ""ultimo_anio"", ""visualization"": ""kpi_card""}"
Compara el suma de montos entre taller norte y taller este?,COMPARE,"{""intent"": ""COMPARE"", ""entity"": ""taller"", ""metric"": ""sum_monto"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""none"", ""compare"": [""taller Norte"", ""taller Este""], ""visualization"": ""bar""}"
Muéstrame en un mapa los establecimientos en 2025?,MAP,"{""intent"": ""MAP"", ""entity"": ""taller"", ""metric"": ""count"", ""group_by"": ""zona"", ""filters"": {""tipo_codigo"": ""OTROS""}, ""time_range"": ""ultimo_anio"", ""visualization"": ""map""}"
¿qué pagos de llanta en el último trimestre hay?,LIST,"{""intent"": ""LIST"", ""entity"": ""pago"", ""metric"": ""none"", ""group_by"": ""none"", ""filters"": {""tipo_codigo"": ""LLANTA""}, ""time_range"": ""ultimo_trimestre"", ""limit"": 20, ""visualization"": ""table""}"
¿en qué zonas hay más talleres de accidente?,MAP,"{""intent"": ""MAP"", ""entity"": ""taller"", ""metric"": ""count"", ""group_by"": ""zona"", ""filters"": {""tipo_codigo"": ""CHOQUE""}, ""time_range"": ""hoy"", ""visualization"": ""map""}"
¿cuántos asignaciones hubo en total en el último trimestre?,COUNT,"{""intent"": ""COUNT"", ""entity"": ""asignacion"", ""metric"": ""count"", ""group_by"": ""none"", ""filters"": {""tipo_codigo"": ""LLANTA""}, ""time_range"": ""ultimo_trimestre"", ""visualization"": ""kpi_card""}"
Dime el total de servicios asignados el día de ayer?,COUNT,"{""intent"": ""COUNT"", ""entity"": ""asignacion"", ""metric"": ""count"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""ayer"", ""visualization"": ""kpi_card""}"
Analiza por qué calificación promedio oeste este día?,EXPLAIN,"{""intent"": ""EXPLAIN"", ""entity"": ""asignacion"", ""metric"": ""avg_calificacion"", ""group_by"": ""none"", ""filters"": {""zona"": ""oeste""}, ""time_range"": ""hoy"", ""visualization"": ""text""}"
Dime el cuánto tarda en asignar de los casos pendientes?,AGGREGATE,"{""intent"": ""AGGREGATE"", ""entity"": ""incidente"", ""metric"": ""avg_asignacion"", ""group_by"": ""taller_id"", ""filters"": {""estado"": ""PENDIENTE""}, ""time_range"": ""ultima_semana"", ""visualization"": ""bar""}"
Gráfico de líneas de reportes de la semana pasada?,TREND,"{""intent"": ""TREND"", ""entity"": ""incidente"", ""metric"": ""tasa_rechazo"", ""group_by"": ""time"", ""filters"": {""prioridad"": ""MEDIA""}, ""time_range"": ""ultima_semana"", ""visualization"": ""line""}"
¿qué tendencia muestran los transacciones del mes pasado?,TREND,"{""intent"": ""TREND"", ""entity"": ""pago"", ""metric"": ""total_ingresos"", ""group_by"": ""time"", ""filters"": {""tipo_codigo"": ""LLANTA""}, ""time_range"": ""ultimo_mes"", ""visualization"": ""line""}"
Ranking de auxiliares por choque por tiempo promedio de asignación?,RANKING,"{""intent"": ""RANKING"", ""entity"": ""tecnico"", ""metric"": ""avg_asignacion"", ""group_by"": ""none"", ""filters"": {""tipo_codigo"": ""CHOQUE""}, ""time_range"": ""none"", ""limit"": 10, ""order"": ""desc"", ""visualization"": ""horizontal_bar""}"
Necesito ver los incidentes normales en el último trimestre?,LIST,"{""intent"": ""LIST"", ""entity"": ""incidente"", ""metric"": ""none"", ""group_by"": ""none"", ""filters"": {""prioridad"": ""MEDIA""}, ""time_range"": ""ultimo_trimestre"", ""limit"": 10, ""visualization"": ""table""}"
Muéstrame la tendencia de servicios asignados el último año?,TREND,"{""intent"": ""TREND"", ""entity"": ""asignacion"", ""metric"": ""avg_llegada"", ""group_by"": ""time"", ""filters"": {""zona"": ""oeste""}, ""time_range"": ""ultimo_anio"", ""visualization"": ""line""}"
Muéstrame todos los reportes del este?,LIST,"{""intent"": ""LIST"", ""entity"": ""incidente"", ""metric"": ""none"", ""group_by"": ""none"", ""filters"": {""zona"": ""este""}, ""time_range"": ""ultimo_trimestre"", ""limit"": 50, ""visualization"": ""table""}"
Muéstrame en un mapa los incidentes el día de ayer?,MAP,"{""intent"": ""MAP"", ""entity"": ""incidente"", ""metric"": ""count"", ""group_by"": ""zona"", ""filters"": {""estado"": ""PENDIENTE""}, ""time_range"": ""ayer"", ""visualization"": ""map""}"
Necesito saber el calificación media semanalmente de otro tipo en el día de hoy?,AGGREGATE,"{""intent"": ""AGGREGATE"", ""entity"": ""taller"", ""metric"": ""avg_calificacion"", ""group_by"": ""semana"", ""filters"": {""tipo_codigo"": ""OTROS""}, ""time_range"": ""hoy"", ""visualization"": ""bar""}"
¿por qué aumentaron los pagos en el día de hoy?,EXPLAIN,"{""intent"": ""EXPLAIN"", ""entity"": ""pago"", ""metric"": ""total_comisiones"", ""group_by"": ""none"", ""filters"": {""tipo_codigo"": ""OTROS""}, ""time_range"": ""hoy"", ""visualization"": ""text""}"
Ubicación de los incidentes centro?,MAP,"{""intent"": ""MAP"", ""entity"": ""incidente"", ""metric"": ""count"", ""group_by"": ""zona"", ""filters"": {""zona"": ""centro""}, ""time_range"": ""ayer"", ""visualization"": ""map""}"
¿cómo ha cambiado el calificación promedio en el último mes?,TREND,"{""intent"": ""TREND"", ""entity"": ""incidente"", ""metric"": ""avg_calificacion"", ""group_by"": ""time"", ""filters"": {""prioridad"": ""MEDIA""}, ""time_range"": ""ultimo_mes"", ""visualization"": ""line""}"
Los establecimientos con mayor cuántos rechazan?,RANKING,"{""intent"": ""RANKING"", ""entity"": ""taller"", ""metric"": ""tasa_rechazo"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""none"", ""limit"": 5, ""order"": ""desc"", ""visualization"": ""horizontal_bar""}"
Ubicación de los incidentes este?,MAP,"{""intent"": ""MAP"", ""entity"": ""incidente"", ""metric"": ""count"", ""group_by"": ""zona"", ""filters"": {""zona"": ""este""}, ""time_range"": ""ultima_semana"", ""visualization"": ""map""}"
Ranking de técnicos por calificación promedio?,RANKING,"{""intent"": ""RANKING"", ""entity"": ""tecnico"", ""metric"": ""avg_calificacion"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""none"", ""limit"": 25, ""order"": ""desc"", ""visualization"": ""horizontal_bar""}"
¿puedo ver los incidentes completados en el último año?,LIST,"{""intent"": ""LIST"", ""entity"": ""incidente"", ""metric"": ""none"", ""group_by"": ""none"", ""filters"": {""estado"": ""FINALIZADO""}, ""time_range"": ""ultimo_anio"", ""limit"": 20, ""visualization"": ""table""}"
Muéstrame la lista de reportes zona oeste?,LIST,"{""intent"": ""LIST"", ""entity"": ""incidente"", ""metric"": ""none"", ""group_by"": ""none"", ""filters"": {""zona"": ""oeste""}, ""time_range"": ""ultimo_mes"", ""limit"": 50, ""visualization"": ""table""}"
¿cuántos mecánicos el día de ayer de batería?,COUNT,"{""intent"": ""COUNT"", ""entity"": ""tecnico"", ""metric"": ""count"", ""group_by"": ""none"", ""filters"": {""tipo_codigo"": ""BATERIA""}, ""time_range"": ""ayer"", ""visualization"": ""kpi_card""}"
¿qué casos baja prioridad la última semana hay?,LIST,"{""intent"": ""LIST"", ""entity"": ""incidente"", ""metric"": ""none"", ""group_by"": ""none"", ""filters"": {""prioridad"": ""BAJA""}, ""time_range"": ""ultima_semana"", ""limit"": 50, ""visualization"": ""table""}"
Lista los talleres de motor dañado este día?,LIST,"{""intent"": ""LIST"", ""entity"": ""taller"", ""metric"": ""none"", ""group_by"": ""none"", ""filters"": {""tipo_codigo"": ""MOTOR""}, ""time_range"": ""hoy"", ""limit"": 20, ""visualization"": ""table""}"
Dime el total de incidentes sur en esta semana?,COUNT,"{""intent"": ""COUNT"", ""entity"": ""incidente"", ""metric"": ""count"", ""group_by"": ""none"", ""filters"": {""zona"": ""sur""}, ""time_range"": ""ultima_semana"", ""visualization"": ""kpi_card""}"
¿cuál es la diferencia de comisiones totales entre taller lento y taller oeste?,COMPARE,"{""intent"": ""COMPARE"", ""entity"": ""taller"", ""metric"": ""total_comisiones"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""none"", ""compare"": [""taller Lento"", ""taller Oeste""], ""visualization"": ""bar""}"
El cuántos de los auxiliares el día de hoy?,AGGREGATE,"{""intent"": ""AGGREGATE"", ""entity"": ""tecnico"", ""metric"": ""count"", ""group_by"": ""dia"", ""filters"": {}, ""time_range"": ""hoy"", ""visualization"": ""bar""}"
Ordéname los reportes por total de mayor a menor?,RANKING,"{""intent"": ""RANKING"", ""entity"": ""incidente"", ""metric"": ""count"", ""group_by"": ""none"", ""filters"": {""estado"": ""FINALIZADO""}, ""time_range"": ""none"", ""limit"": 5, ""order"": ""desc"", ""visualization"": ""horizontal_bar""}"
Los 15 casos mejor facturación total?,RANKING,"{""intent"": ""RANKING"", ""entity"": ""incidente"", ""metric"": ""total_ingresos"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""none"", ""limit"": 15, ""order"": ""desc"", ""visualization"": ""horizontal_bar""}"
Dime el total de técnicos en 2025?,COUNT,"{""intent"": ""COUNT"", ""entity"": ""tecnico"", ""metric"": ""count"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""ultimo_anio"", ""visualization"": ""kpi_card""}"
¿cómo se distribuyen geográficamente los reportes por problema de batería?,MAP,"{""intent"": ""MAP"", ""entity"": ""incidente"", ""metric"": ""count"", ""group_by"": ""zona"", ""filters"": {""tipo_codigo"": ""BATERIA""}, ""time_range"": ""hoy"", ""visualization"": ""map""}"
Dame el ranking de incidentes por facturación total?,RANKING,"{""intent"": ""RANKING"", ""entity"": ""incidente"", ""metric"": ""total_ingresos"", ""group_by"": ""none"", ""filters"": {""estado"": ""PAGADO""}, ""time_range"": ""none"", ""limit"": 5, ""order"": ""desc"", ""visualization"": ""horizontal_bar""}"
¿cómo va el tiempo promedio de asignación este mes?,TREND,"{""intent"": ""TREND"", ""entity"": ""incidente"", ""metric"": ""avg_asignacion"", ""group_by"": ""time"", ""filters"": {}, ""time_range"": ""ultima_semana"", ""visualization"": ""line""}"
¿cómo está el facturación total de los talleres de motor dañado?,AGGREGATE,"{""intent"": ""AGGREGATE"", ""entity"": ""taller"", ""metric"": ""total_ingresos"", ""group_by"": ""mes"", ""filters"": {""tipo_codigo"": ""MOTOR""}, ""time_range"": ""ultimo_mes"", ""visualization"": ""bar""}"
¿cómo está el puntuación promedio de los reportes en atención?,AGGREGATE,"{""intent"": ""AGGREGATE"", ""entity"": ""incidente"", ""metric"": ""avg_calificacion"", ""group_by"": ""dia"", ""filters"": {""estado"": ""EN_ATENCION""}, ""time_range"": ""ultimo_trimestre"", ""visualization"": ""bar""}"
Mapa de establecimientos?,MAP,"{""intent"": ""MAP"", ""entity"": ""taller"", ""metric"": ""count"", ""group_by"": ""zona"", ""filters"": {}, ""time_range"": ""ultimo_anio"", ""visualization"": ""map""}"
Calcula el puntuación promedio de establecimientos en los últimos 3 meses?,AGGREGATE,"{""intent"": ""AGGREGATE"", ""entity"": ""taller"", ""metric"": ""avg_calificacion"", ""group_by"": ""taller_id"", ""filters"": {}, ""time_range"": ""ultimo_trimestre"", ""visualization"": ""bar""}"
¿cuál es el total pagado cada mes en el último trimestre?,AGGREGATE,"{""intent"": ""AGGREGATE"", ""entity"": ""incidente"", ""metric"": ""sum_monto"", ""group_by"": ""mes"", ""filters"": {""zona"": ""sur""}, ""time_range"": ""ultimo_trimestre"", ""visualization"": ""bar""}"
¿qué tendencia muestran los asignaciones en junio?,TREND,"{""intent"": ""TREND"", ""entity"": ""asignacion"", ""metric"": ""avg_llegada"", ""group_by"": ""time"", ""filters"": {""tipo_codigo"": ""MOTOR""}, ""time_range"": ""ultimo_mes"", ""visualization"": ""line""}"
¿cuántas técnicos otros hubo el día de hoy?,COUNT,"{""intent"": ""COUNT"", ""entity"": ""tecnico"", ""metric"": ""count"", ""group_by"": ""none"", ""filters"": {""tipo_codigo"": ""OTROS""}, ""time_range"": ""hoy"", ""visualization"": ""kpi_card""}"
Muéstrame la lista de talleres del norte?,LIST,"{""intent"": ""LIST"", ""entity"": ""taller"", ""metric"": ""none"", ""group_by"": ""none"", ""filters"": {""zona"": ""norte""}, ""time_range"": ""ultimo_mes"", ""limit"": 20, ""visualization"": ""table""}"
¿cómo evolucionó el total pagado de los reportes durante el año?,TREND,"{""intent"": ""TREND"", ""entity"": ""incidente"", ""metric"": ""sum_monto"", ""group_by"": ""time"", ""filters"": {""tipo_codigo"": ""OTROS""}, ""time_range"": ""ultimo_anio"", ""visualization"": ""line""}"
¿cuál es la diferencia de razón de rechazo entre taller lento y taller maría?,COMPARE,"{""intent"": ""COMPARE"", ""entity"": ""taller"", ""metric"": ""tasa_rechazo"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""none"", ""compare"": [""taller Lento"", ""taller María""], ""visualization"": ""bar""}"
¿qué porcentaje de rechazos tienen los establecimientos ayer?,AGGREGATE,"{""intent"": ""AGGREGATE"", ""entity"": ""taller"", ""metric"": ""tasa_rechazo"", ""group_by"": ""zona"", ""filters"": {}, ""time_range"": ""ayer"", ""visualization"": ""bar""}"
Gráfico de líneas de pagos el último mes?,TREND,"{""intent"": ""TREND"", ""entity"": ""pago"", ""metric"": ""tasa_rechazo"", ""group_by"": ""time"", ""filters"": {}, ""time_range"": ""ultimo_mes"", ""visualization"": ""line""}"
Mapa de reportes de batería descargada?,MAP,"{""intent"": ""MAP"", ""entity"": ""incidente"", ""metric"": ""count"", ""group_by"": ""zona"", ""filters"": {""tipo_codigo"": ""BATERIA""}, ""time_range"": ""ayer"", ""visualization"": ""map""}"
¿cuál es la razón del aumento de asignaciones del último mes?,EXPLAIN,"{""intent"": ""EXPLAIN"", ""entity"": ""asignacion"", ""metric"": ""sum_monto"", ""group_by"": ""none"", ""filters"": {""tipo_codigo"": ""CHOQUE""}, ""time_range"": ""ultimo_mes"", ""visualization"": ""text""}"
¿cuántas talleres hubo el último trimestre?,COUNT,"{""intent"": ""COUNT"", ""entity"": ""taller"", ""metric"": ""count"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""ultimo_trimestre"", ""visualization"": ""kpi_card""}"
"¿quién tiene mejor velocidad de respuesta, taller rápido o taller ana?",COMPARE,"{""intent"": ""COMPARE"", ""entity"": ""taller"", ""metric"": ""avg_llegada"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""none"", ""compare"": [""taller Rápido"", ""taller Ana""], ""visualization"": ""bar""}"
¿cuál es el tiempo medio de asignación de los auxiliares zona sur en el último mes?,AGGREGATE,"{""intent"": ""AGGREGATE"", ""entity"": ""tecnico"", ""metric"": ""avg_asignacion"", ""group_by"": ""zona"", ""filters"": {""zona"": ""sur""}, ""time_range"": ""ultimo_mes"", ""visualization"": ""bar""}"
¿cuáles son los casos del este con más cuánto tarda en asignar?,RANKING,"{""intent"": ""RANKING"", ""entity"": ""incidente"", ""metric"": ""avg_asignacion"", ""group_by"": ""none"", ""filters"": {""zona"": ""este""}, ""time_range"": ""none"", ""limit"": 5, ""order"": ""desc"", ""visualization"": ""horizontal_bar""}"
¿cómo se distribuyen geográficamente los talleres ?,MAP,"{""intent"": ""MAP"", ""entity"": ""taller"", ""metric"": ""count"", ""group_by"": ""zona"", ""filters"": {}, ""time_range"": ""ultimo_trimestre"", ""visualization"": ""map""}"
Dime las diferencias de total pagado entre taller b y taller ana?,COMPARE,"{""intent"": ""COMPARE"", ""entity"": ""taller"", ""metric"": ""sum_monto"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""none"", ""compare"": [""taller B"", ""taller Ana""], ""visualization"": ""bar""}"
Explica el comportamiento de casos en la última semana?,EXPLAIN,"{""intent"": ""EXPLAIN"", ""entity"": ""incidente"", ""metric"": ""sum_monto"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""ultima_semana"", ""visualization"": ""text""}"
Muéstrame la lista de servicios asignados?,LIST,"{""intent"": ""LIST"", ""entity"": ""asignacion"", ""metric"": ""none"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""ultimo_trimestre"", ""limit"": 10, ""visualization"": ""table""}"
¿cuántos talleres del centro en el último mes?,COUNT,"{""intent"": ""COUNT"", ""entity"": ""taller"", ""metric"": ""count"", ""group_by"": ""none"", ""filters"": {""zona"": ""centro""}, ""time_range"": ""ultimo_mes"", ""visualization"": ""kpi_card""}"
¿puedo ver los cobros zona norte durante el año?,LIST,"{""intent"": ""LIST"", ""entity"": ""pago"", ""metric"": ""none"", ""group_by"": ""none"", ""filters"": {""zona"": ""norte""}, ""time_range"": ""ultimo_anio"", ""limit"": 10, ""visualization"": ""table""}"
Explícame los cobros en el último año?,EXPLAIN,"{""intent"": ""EXPLAIN"", ""entity"": ""pago"", ""metric"": ""total_ingresos"", ""group_by"": ""none"", ""filters"": {""tipo_codigo"": ""BATERIA""}, ""time_range"": ""ultimo_anio"", ""visualization"": ""text""}"
Dame el listado de talleres en mayo?,LIST,"{""intent"": ""LIST"", ""entity"": ""taller"", ""metric"": ""none"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""ultimo_mes"", ""limit"": 20, ""visualization"": ""table""}"
Dibuja los talleres en un mapa?,MAP,"{""intent"": ""MAP"", ""entity"": ""taller"", ""metric"": ""count"", ""group_by"": ""zona"", ""filters"": {}, ""time_range"": ""ayer"", ""visualization"": ""map""}"
¿qué pagos este día hay?,LIST,"{""intent"": ""LIST"", ""entity"": ""pago"", ""metric"": ""none"", ""group_by"": ""none"", ""filters"": {}, ""time_range"": ""hoy"", ""limit"": 20, ""visualization"": ""table""}"
Dame la evolución del rating promedio del último trimestre?,TREND,"{""intent"": ""TREND"", ""entity"": ""asignacion"", ""metric"": ""avg_calificacion"", ""group_by"": ""time"", ""filters"": {}, ""time_range"": ""ultimo_trimestre"", ""visualization"": ""line""}"
